n,a_path,b_path,c_total,c_prime_direct,indirect_effect,ci_low_95,ci_high_95,proportion_mediated,bootstrap_p,bootstrap_n
41,0.3696247658563112,-3.158955935073797,-2.2026819691782658,-1.03505362132621,-1.1676283478520568,-2.1889290578977767,-0.28581575706295126,0.5300939328466256,0.0148,5000
