spec,n,r2,did_coef,did_se,did_t,did_ci_low,did_ci_high,treated_coef,post_coef,controls,fixed_effects,weighting
s1_did_only,66,0.07605405880269434,-0.8359724546377527,0.47633713555756496,-1.7550016411364302,-1.76959324033058,0.09764833105507464,0.583963977243974,0.30191060961073357,,none,analysis_weight
s2_plus_size_recency,66,0.10046288563811323,-0.5909085578387749,0.5149486525187694,-1.1475096690679016,-1.600207916775563,0.4183908010980131,0.34141738968921814,0.14563681779232418,log10_params|recency_months,none,analysis_weight
s3_plus_org_fe,66,0.6670003828205833,0.496660269131046,0.3583994806800525,1.3857728481878593,-0.20580271300185693,1.199123251263949,-0.7511265774608349,-1.2988910125610889,log10_params|recency_months,org,analysis_weight
s4_plus_release_month_fe,66,0.9637875376929836,0.06970854192793946,0.1419485186838997,0.49108326437115574,-0.20851055469250396,0.3479276385483829,-0.3234575551159842,12.743371365586322,log10_params|recency_months,org|release_month_str,analysis_weight
s5_plus_event_fe,66,0.9637875376929841,0.06970854192793242,0.14493723629686295,0.4809567486519074,-0.21436844121391896,0.3537855250697838,-0.32345755511596463,12.74337136558665,log10_params|recency_months,org|release_month_str|event_id,analysis_weight
