domain,prompt_idx,layer_idx,strength,seed,baseline_correct,perturbed_correct,flip,edit_distance,baseline_entropy,perturbed_entropy,baseline_margin,perturbed_margin,kl_divergence,model,paradigm,n_layers,layer_frac
factual,14,6,0.02,137,True,True,False,0.0,0.8994768857955933,0.4471811652183532,0.125,2.25,0.4586233496665954,Gemma3-1B,transformer,26,0.24
factual,15,6,0.02,137,True,True,True,0.574468085106383,1.2173560857772827,1.3676059246063232,1.875,0.625,0.1225313395261764,Gemma3-1B,transformer,26,0.24
factual,16,6,0.02,137,True,True,True,0.5217391304347826,1.2502940893173218,0.9059141278266908,2.0,2.125,0.0367750935256481,Gemma3-1B,transformer,26,0.24
factual,17,6,0.02,137,False,False,True,0.1944444444444444,0.6804569959640503,0.6056429147720337,2.125,2.125,0.0138853518292307,Gemma3-1B,transformer,26,0.24
factual,18,6,0.02,137,True,True,False,0.0,1.4008657932281494,1.3494266271591189,0.25,0.125,0.0349205359816551,Gemma3-1B,transformer,26,0.24
factual,19,6,0.02,137,True,True,True,0.4074074074074074,0.074726216495037,0.0435209944844245,6.125,7.1875,0.0020104036666452,Gemma3-1B,transformer,26,0.24
factual,20,6,0.02,137,True,True,True,0.2244897959183673,0.0048851482570171,0.0099040027707815,7.75,7.25,0.0002181683667004,Gemma3-1B,transformer,26,0.24
factual,21,6,0.02,137,True,True,True,0.6458333333333334,2.0365207195281982,1.808545708656311,1.125,1.5,0.0506927743554115,Gemma3-1B,transformer,26,0.24
factual,22,6,0.02,137,True,True,False,0.0,0.0419948883354663,0.0566677786409854,5.875,5.625,0.0009941468015313,Gemma3-1B,transformer,26,0.24
factual,23,6,0.02,137,True,True,False,0.0,0.0443252101540565,0.0314604938030242,6.25,7.5,0.0017091655172407,Gemma3-1B,transformer,26,0.24
math,0,6,0.02,2049,True,False,True,0.9333333333333332,0.4291375577449798,0.3625149428844452,1.875,2.125,0.004059636965394,Gemma3-1B,transformer,26,0.24
math,1,6,0.02,2049,True,True,False,0.0,0.4822702407836914,0.365093857049942,1.625,2.125,0.0157273560762405,Gemma3-1B,transformer,26,0.24
math,2,6,0.02,2049,False,False,True,0.4444444444444444,0.4513234198093414,0.5147442817687988,1.75,1.375,0.0115273920819163,Gemma3-1B,transformer,26,0.24
math,3,6,0.02,2049,True,True,True,0.6086956521739131,0.4095855057239532,0.4476578533649444,2.0,1.75,0.0041859950870275,Gemma3-1B,transformer,26,0.24
math,4,6,0.02,2049,False,False,True,0.7619047619047619,0.400652140378952,0.4453465938568115,2.0,1.75,0.003797877812758,Gemma3-1B,transformer,26,0.24
math,5,6,0.02,2049,False,False,False,0.0,0.5036481022834778,0.3895683288574219,1.5,2.0,0.0168471317738294,Gemma3-1B,transformer,26,0.24
math,6,6,0.02,2049,False,False,True,0.4,0.3249590694904327,0.3113161325454712,2.375,2.375,0.0006243738462217,Gemma3-1B,transformer,26,0.24
math,7,6,0.02,2049,False,False,True,0.7619047619047619,0.4688159823417663,0.3735798895359039,1.75,2.125,0.0086955362930893,Gemma3-1B,transformer,26,0.24
math,8,6,0.02,2049,False,True,True,0.8888888888888888,0.410464882850647,0.3451597690582275,2.0,2.25,0.0036874569486826,Gemma3-1B,transformer,26,0.24
math,9,6,0.02,2049,False,False,True,0.8888888888888888,0.4254102110862732,0.3844800591468811,1.875,2.0,0.0016524334205314,Gemma3-1B,transformer,26,0.24
math,10,6,0.02,2049,False,False,True,0.4545454545454545,0.3008630573749542,0.234871357679367,2.5,2.875,0.0045983679592609,Gemma3-1B,transformer,26,0.24
math,11,6,0.02,2049,False,False,True,0.8518518518518519,0.4726810455322265,0.3594053089618683,1.625,2.125,0.0155186234042048,Gemma3-1B,transformer,26,0.24
math,12,6,0.02,2049,False,False,True,0.6086956521739131,0.4357930123806,0.3327399492263794,1.875,2.375,0.0132547952234745,Gemma3-1B,transformer,26,0.24
math,13,6,0.02,2049,False,False,True,0.7857142857142857,0.3744275569915771,0.3258610069751739,2.125,2.375,0.0029469339642673,Gemma3-1B,transformer,26,0.24
math,14,6,0.02,2049,False,False,True,0.25,0.4580971896648407,0.3649317026138305,1.75,2.125,0.0086984764784574,Gemma3-1B,transformer,26,0.24
math,15,6,0.02,2049,False,False,True,0.64,0.4291110634803772,0.3581862151622772,1.875,2.25,0.0083019388839602,Gemma3-1B,transformer,26,0.24
math,16,6,0.02,2049,False,False,True,0.1764705882352941,0.5899055600166321,0.4394333958625793,1.125,1.75,0.0328225456178188,Gemma3-1B,transformer,26,0.24
math,17,6,0.02,2049,False,False,False,0.0,0.2933979034423828,0.2134905010461807,2.5,3.0,0.0077735050581395,Gemma3-1B,transformer,26,0.24
math,18,6,0.02,2049,True,True,True,0.8,0.4324766099452972,0.3598717451095581,1.875,2.25,0.0082572754472494,Gemma3-1B,transformer,26,0.24
math,19,6,0.02,2049,False,False,True,0.8,0.3700264096260071,0.2501944899559021,2.125,2.75,0.0160393267869949,Gemma3-1B,transformer,26,0.24
math,20,6,0.02,2049,False,True,True,0.9117647058823528,0.4012314677238464,0.3267048001289367,2.0,2.375,0.007140222005546,Gemma3-1B,transformer,26,0.24
math,21,6,0.02,2049,False,False,True,0.8518518518518519,0.5288888812065125,0.4390091001987457,1.375,1.75,0.0107522122561931,Gemma3-1B,transformer,26,0.24
math,22,6,0.02,2049,False,False,True,0.8717948717948718,0.3596429824829101,0.2587293684482574,2.25,2.75,0.0099057974293828,Gemma3-1B,transformer,26,0.24
math,23,6,0.02,2049,False,False,True,0.75,0.4086574018001556,0.3575653433799743,2.0,2.25,0.0037661942187696,Gemma3-1B,transformer,26,0.24
factual,0,6,0.02,2049,True,True,False,0.0,0.6825575232505798,0.7368077039718628,3.125,3.125,0.0081542609259486,Gemma3-1B,transformer,26,0.24
factual,1,6,0.02,2049,True,True,True,0.2978723404255319,0.257549375295639,0.3254011571407318,3.5,3.25,0.0240353066474199,Gemma3-1B,transformer,26,0.24
factual,2,6,0.02,2049,True,True,True,0.025,0.7990384697914124,1.047984957695007,0.625,0.375,0.0277736280113458,Gemma3-1B,transformer,26,0.24
factual,3,6,0.02,2049,True,True,True,0.1666666666666666,1.988566875457764,2.539506196975708,0.875,0.0,0.1783128529787063,Gemma3-1B,transformer,26,0.24
factual,4,6,0.02,2049,True,True,False,0.0,0.0047856755554676,0.008925930596888,8.75,7.75,0.0005522726569324,Gemma3-1B,transformer,26,0.24
factual,5,6,0.02,2049,True,True,True,0.475,0.0234244707971811,0.0392142571508884,6.25,5.875,0.0009130506659857,Gemma3-1B,transformer,26,0.24
factual,6,6,0.02,2049,True,True,True,0.6785714285714286,0.7969411611557007,0.660087525844574,1.375,1.75,0.0179421827197074,Gemma3-1B,transformer,26,0.24
factual,7,6,0.02,2049,True,True,True,0.1428571428571428,0.1270643025636673,0.1173233240842819,5.625,5.625,0.0014026272110641,Gemma3-1B,transformer,26,0.24
factual,8,6,0.02,2049,True,True,False,0.0,0.3525932133197784,0.5178450345993042,3.125,2.375,0.0185708217322826,Gemma3-1B,transformer,26,0.24
factual,9,6,0.02,2049,True,True,False,0.0,0.2716334760189056,0.2446011751890182,5.125,5.0,0.0118829384446144,Gemma3-1B,transformer,26,0.24
factual,10,6,0.02,2049,True,True,True,0.5306122448979592,0.5098906755447388,0.5453169941902161,1.5,1.375,0.0018339419038966,Gemma3-1B,transformer,26,0.24
factual,11,6,0.02,2049,True,True,True,0.3555555555555555,0.0125078223645687,0.010350220836699,6.5,6.875,0.0001325249759247,Gemma3-1B,transformer,26,0.24
factual,12,6,0.02,2049,True,True,True,0.6739130434782609,1.3011996746063232,0.7923133373260498,1.625,2.625,0.1496580690145492,Gemma3-1B,transformer,26,0.24
factual,13,6,0.02,2049,True,True,True,0.673469387755102,0.2852203249931335,0.3329804539680481,3.625,3.5,0.0025994379539042,Gemma3-1B,transformer,26,0.24
factual,14,6,0.02,2049,True,True,True,0.1951219512195122,0.8994768857955933,1.078436255455017,0.125,0.75,0.1154681071639061,Gemma3-1B,transformer,26,0.24
factual,15,6,0.02,2049,True,True,True,0.7021276595744681,1.2173560857772827,0.9038795828819276,1.875,2.375,0.141374409198761,Gemma3-1B,transformer,26,0.24
factual,16,6,0.02,2049,True,True,False,0.0,1.2502940893173218,1.3662505149841309,2.0,1.125,0.0655086785554885,Gemma3-1B,transformer,26,0.24
factual,17,6,0.02,2049,False,False,True,0.1470588235294117,0.6804569959640503,0.5879654884338379,2.125,2.625,0.0580577105283737,Gemma3-1B,transformer,26,0.24
factual,18,6,0.02,2049,True,True,False,0.0,1.4008657932281494,1.07673442363739,0.25,0.625,0.1748249381780624,Gemma3-1B,transformer,26,0.24
factual,19,6,0.02,2049,True,True,False,0.0,0.074726216495037,0.0950607359409332,6.125,6.0625,0.0007293059024959,Gemma3-1B,transformer,26,0.24
factual,20,6,0.02,2049,True,True,False,0.0,0.0048851482570171,0.0033332605380564,7.75,8.25,5.09800884174183e-05,Gemma3-1B,transformer,26,0.24
factual,21,6,0.02,2049,True,True,False,0.0,2.0365207195281982,1.8475044965744016,1.125,1.375,0.026350924745202,Gemma3-1B,transformer,26,0.24
factual,22,6,0.02,2049,True,True,True,0.1147540983606557,0.0419948883354663,0.0193753074854612,5.875,6.875,0.0019107880070805,Gemma3-1B,transformer,26,0.24
factual,23,6,0.02,2049,True,True,True,0.6,0.0443252101540565,0.2771116197109222,6.25,4.5,0.0257477387785911,Gemma3-1B,transformer,26,0.24
math,0,6,0.05,42,True,False,True,0.8666666666666667,0.4291375577449798,0.2034710943698883,1.875,3.25,0.078947365283966,Gemma3-1B,transformer,26,0.24
math,1,6,0.05,42,True,False,True,0.1875,0.4822702407836914,0.3759624063968658,1.625,3.0,0.1198338866233825,Gemma3-1B,transformer,26,0.24
math,2,6,0.05,42,False,False,True,0.90625,0.4513234198093414,0.1668615639209747,1.75,3.5,0.1292281001806259,Gemma3-1B,transformer,26,0.24
math,3,6,0.05,42,True,True,True,0.7619047619047619,0.4095855057239532,0.1991129368543625,2.0,3.4375,0.076698288321495,Gemma3-1B,transformer,26,0.24
math,4,6,0.05,42,False,False,True,0.7619047619047619,0.400652140378952,0.2125715762376785,2.0,3.25,0.0610335245728492,Gemma3-1B,transformer,26,0.24
math,5,6,0.05,42,False,False,True,0.8518518518518519,0.5036481022834778,0.4742277264595032,1.5,2.75,0.1313026547431945,Gemma3-1B,transformer,26,0.24
math,6,6,0.05,42,False,False,True,0.4,0.3249590694904327,0.169072225689888,2.375,3.75,0.0528163276612758,Gemma3-1B,transformer,26,0.24
math,7,6,0.05,42,False,False,True,0.7619047619047619,0.4688159823417663,0.3960822224617004,1.75,2.9375,0.0878138318657875,Gemma3-1B,transformer,26,0.24
math,8,6,0.05,42,False,False,True,0.8611111111111112,0.410464882850647,0.2667750716209411,2.0,3.375,0.0780634582042694,Gemma3-1B,transformer,26,0.24
math,9,6,0.05,42,False,False,True,0.8,0.4254102110862732,0.2170008867979049,1.875,3.125,0.0672497749328613,Gemma3-1B,transformer,26,0.24
math,10,6,0.05,42,False,False,True,0.7727272727272727,0.3008630573749542,0.2945652306079864,2.5,3.5625,0.0489208735525608,Gemma3-1B,transformer,26,0.24
math,11,6,0.05,42,False,False,True,0.3,0.4726810455322265,0.4369533658027649,1.625,2.625,0.086088553071022,Gemma3-1B,transformer,26,0.24
math,12,6,0.05,42,False,False,True,0.35,0.4357930123806,0.2130468487739563,1.875,3.125,0.0683712139725685,Gemma3-1B,transformer,26,0.24
math,13,6,0.05,42,False,False,True,0.5789473684210527,0.3744275569915771,0.1929905265569687,2.125,3.5,0.065124474465847,Gemma3-1B,transformer,26,0.24
math,14,6,0.05,42,False,False,True,0.1875,0.4580971896648407,0.3398289680480957,1.75,3.125,0.1026081070303917,Gemma3-1B,transformer,26,0.24
math,15,6,0.05,42,False,False,True,0.7619047619047619,0.4291110634803772,0.2361539006233215,1.875,3.0,0.0579551421105861,Gemma3-1B,transformer,26,0.24
math,16,6,0.05,42,False,False,True,0.2352941176470588,0.5899055600166321,0.4654078185558319,1.125,2.5,0.1665455251932144,Gemma3-1B,transformer,26,0.24
math,17,6,0.05,42,False,False,True,0.3333333333333333,0.2933979034423828,0.2311680912971496,2.5,3.125,0.0143199646845459,Gemma3-1B,transformer,26,0.24
math,18,6,0.05,42,True,False,True,0.875,0.4324766099452972,0.2192956358194351,1.875,3.125,0.0694158226251602,Gemma3-1B,transformer,26,0.24
math,19,6,0.05,42,False,False,True,0.95,0.3700264096260071,0.2610541880130768,2.125,2.875,0.0244664046913385,Gemma3-1B,transformer,26,0.24
math,20,6,0.05,42,False,False,True,0.8529411764705882,0.4012314677238464,0.2352030128240585,2.0,3.125,0.0528245270252227,Gemma3-1B,transformer,26,0.24
math,21,6,0.05,42,False,False,True,1.0,0.5288888812065125,0.4370306134223938,1.375,2.5,0.1047345027327537,Gemma3-1B,transformer,26,0.24
math,22,6,0.05,42,False,False,True,0.84,0.3596429824829101,0.5680307149887085,2.25,2.0,0.1358888894319534,Gemma3-1B,transformer,26,0.24
math,23,6,0.05,42,False,False,True,0.75,0.4086574018001556,0.2027867585420608,2.0,3.25,0.0627018362283706,Gemma3-1B,transformer,26,0.24
factual,0,6,0.05,42,True,True,True,0.4166666666666667,0.6825575232505798,1.446304202079773,3.125,2.25,0.144677460193634,Gemma3-1B,transformer,26,0.24
factual,1,6,0.05,42,True,True,True,0.627906976744186,0.257549375295639,0.3453373908996582,3.5,4.125,0.0324917510151863,Gemma3-1B,transformer,26,0.24
factual,2,6,0.05,42,True,True,True,0.9743589743589745,0.7990384697914124,2.1450061798095703,0.625,1.0625,0.9747107625007628,Gemma3-1B,transformer,26,0.24
factual,3,6,0.05,42,True,True,True,0.6136363636363636,1.988566875457764,1.6306447982788086,0.875,2.125,0.4397585391998291,Gemma3-1B,transformer,26,0.24
factual,4,6,0.05,42,True,True,True,0.425,0.0047856755554676,0.0572915039956569,8.75,5.625,0.0062348786741495,Gemma3-1B,transformer,26,0.24
factual,5,6,0.05,42,True,True,True,0.075,0.0234244707971811,0.0455105826258659,6.25,6.1875,0.0018746814457699,Gemma3-1B,transformer,26,0.24
factual,6,6,0.05,42,True,True,True,0.7142857142857143,0.7969411611557007,1.4346976280212402,1.375,1.875,0.1932797282934188,Gemma3-1B,transformer,26,0.24
factual,7,6,0.05,42,True,True,True,0.696969696969697,0.1270643025636673,0.2493484020233154,5.625,6.3125,0.0130198346450924,Gemma3-1B,transformer,26,0.24
factual,8,6,0.05,42,True,True,True,0.5111111111111111,0.3525932133197784,0.5031012296676636,3.125,3.25,0.0220915712416172,Gemma3-1B,transformer,26,0.24
factual,9,6,0.05,42,True,False,True,0.8367346938775511,0.2716334760189056,3.979190826416016,5.125,0.8125,2.2511372566223145,Gemma3-1B,transformer,26,0.24
factual,10,6,0.05,42,True,True,True,0.7708333333333334,0.5098906755447388,0.817870557308197,1.5,0.125,0.1897780299186706,Gemma3-1B,transformer,26,0.24
factual,11,6,0.05,42,True,True,True,0.5348837209302325,0.0125078223645687,0.7718721032142639,6.5,1.375,0.2598128318786621,Gemma3-1B,transformer,26,0.24
factual,12,6,0.05,42,True,True,True,0.5,1.3011996746063232,2.78635311126709,1.625,1.1875,0.4290614426136017,Gemma3-1B,transformer,26,0.24
factual,13,6,0.05,42,True,True,True,0.673469387755102,0.2852203249931335,0.8779169917106628,3.625,2.5,0.1064958050847053,Gemma3-1B,transformer,26,0.24
factual,14,6,0.05,42,True,True,True,0.9743589743589745,0.8994768857955933,2.2160210609436035,0.125,0.6875,0.9395620226860046,Gemma3-1B,transformer,26,0.24
factual,15,6,0.05,42,True,True,True,0.7021276595744681,1.2173560857772827,1.9336817264556885,1.875,1.625,0.2232982218265533,Gemma3-1B,transformer,26,0.24
factual,16,6,0.05,42,True,True,True,0.8260869565217391,1.2502940893173218,2.605642795562744,2.0,0.6875,0.3242281973361969,Gemma3-1B,transformer,26,0.24
factual,17,6,0.05,42,False,False,True,0.5277777777777778,0.6804569959640503,1.380137324333191,2.125,0.5,0.3078053593635559,Gemma3-1B,transformer,26,0.24
factual,18,6,0.05,42,True,True,True,0.7560975609756098,1.4008657932281494,1.2923517227172852,0.25,0.25,0.7512592673301697,Gemma3-1B,transformer,26,0.24
factual,19,6,0.05,42,True,True,True,0.6666666666666666,0.074726216495037,0.4113031029701233,6.125,5.0,0.0346650034189224,Gemma3-1B,transformer,26,0.24
factual,20,6,0.05,42,True,True,True,0.6666666666666666,0.0048851482570171,0.1583920121192932,7.75,4.75,0.0214870255440473,Gemma3-1B,transformer,26,0.24
factual,21,6,0.05,42,True,False,True,0.9111111111111112,2.0365207195281982,2.343395709991455,1.125,1.75,1.6734825372695925,Gemma3-1B,transformer,26,0.24
factual,22,6,0.05,42,True,True,True,0.7833333333333333,0.0419948883354663,0.0170028042048215,5.875,6.625,0.0058230049908161,Gemma3-1B,transformer,26,0.24
factual,23,6,0.05,42,True,True,True,0.6944444444444444,0.0443252101540565,2.369469165802002,6.25,3.0625,0.4308611154556274,Gemma3-1B,transformer,26,0.24
math,0,6,0.05,137,True,False,True,0.9333333333333332,0.4291375577449798,0.3095377087593078,1.875,2.625,0.0311726704239845,Gemma3-1B,transformer,26,0.24
math,1,6,0.05,137,True,False,True,0.875,0.4822702407836914,0.5275962352752686,1.625,1.75,0.0135330883786082,Gemma3-1B,transformer,26,0.24
math,2,6,0.05,137,False,False,True,1.0,0.4513234198093414,0.4107676744461059,1.75,2.125,0.0117082074284553,Gemma3-1B,transformer,26,0.24
math,3,6,0.05,137,True,True,True,0.7619047619047619,0.4095855057239532,0.4390838146209717,2.0,1.875,0.0025167220737785,Gemma3-1B,transformer,26,0.24
math,4,6,0.05,137,False,False,True,0.9523809523809524,0.400652140378952,0.3671336472034454,2.0,2.375,0.012189919129014,Gemma3-1B,transformer,26,0.24
math,5,6,0.05,137,False,False,True,0.9629629629629628,0.5036481022834778,0.5078083276748657,1.5,1.875,0.022861074656248,Gemma3-1B,transformer,26,0.24
math,6,6,0.05,137,False,True,True,0.2,0.3249590694904327,0.4472801983356476,2.375,1.875,0.012672315351665,Gemma3-1B,transformer,26,0.24
math,7,6,0.05,137,False,False,True,0.8571428571428571,0.4688159823417663,0.5653027892112732,1.75,1.5,0.0101742967963218,Gemma3-1B,transformer,26,0.24
math,8,6,0.05,137,False,False,True,0.8611111111111112,0.410464882850647,0.5578652620315552,2.0,1.75,0.014247827231884,Gemma3-1B,transformer,26,0.24
math,9,6,0.05,137,False,False,False,0.0,0.4254102110862732,0.4214910566806793,1.875,2.25,0.0196336768567562,Gemma3-1B,transformer,26,0.24
math,10,6,0.05,137,False,False,True,1.0,0.3008630573749542,0.5874722599983215,2.5,1.5,0.0566653907299041,Gemma3-1B,transformer,26,0.24
math,11,6,0.05,137,False,False,True,0.95,0.4726810455322265,0.5239549875259399,1.625,1.75,0.0126185053959488,Gemma3-1B,transformer,26,0.24
math,12,6,0.05,137,False,False,True,0.85,0.4357930123806,0.468841403722763,1.875,2.625,0.0914857909083366,Gemma3-1B,transformer,26,0.24
math,13,6,0.05,137,False,True,True,0.7916666666666666,0.3744275569915771,0.6010000109672546,2.125,2.25,0.0903782173991203,Gemma3-1B,transformer,26,0.24
math,14,6,0.05,137,False,False,True,1.0,0.4580971896648407,0.5150938630104065,1.75,1.75,0.006091124843806,Gemma3-1B,transformer,26,0.24
math,15,6,0.05,137,False,False,True,0.9047619047619048,0.4291110634803772,0.4913920760154724,1.875,2.5,0.0715817511081695,Gemma3-1B,transformer,26,0.24
math,16,6,0.05,137,False,False,True,1.0,0.5899055600166321,0.5841220617294312,1.125,1.5,0.0243324600160121,Gemma3-1B,transformer,26,0.24
math,17,6,0.05,137,False,False,True,0.75,0.2933979034423828,0.4368768334388733,2.5,2.125,0.0141381984576582,Gemma3-1B,transformer,26,0.24
math,18,6,0.05,137,True,False,True,0.9583333333333334,0.4324766099452972,0.4090982973575592,1.875,2.625,0.0577098168432712,Gemma3-1B,transformer,26,0.24
math,19,6,0.05,137,False,False,True,0.75,0.3700264096260071,0.5628628134727478,2.125,1.5,0.0281104035675525,Gemma3-1B,transformer,26,0.24
math,20,6,0.05,137,False,True,True,0.9411764705882352,0.4012314677238464,0.6737600564956665,2.0,1.75,0.1513220518827438,Gemma3-1B,transformer,26,0.24
math,21,6,0.05,137,False,False,True,0.8,0.5288888812065125,0.526197075843811,1.375,1.75,0.0223057158291339,Gemma3-1B,transformer,26,0.24
math,22,6,0.05,137,False,False,True,0.7692307692307693,0.3596429824829101,0.6028030514717102,2.25,1.5,0.0394603237509727,Gemma3-1B,transformer,26,0.24
math,23,6,0.05,137,False,False,True,0.9333333333333332,0.4086574018001556,0.4212462902069092,2.0,2.75,0.0648854821920394,Gemma3-1B,transformer,26,0.24
factual,0,6,0.05,137,True,True,True,0.5208333333333334,0.6825575232505798,0.633605420589447,3.125,3.125,0.1257821321487426,Gemma3-1B,transformer,26,0.24
factual,1,6,0.05,137,True,True,True,0.6744186046511628,0.257549375295639,1.673670530319214,3.5,0.375,0.7307252883911133,Gemma3-1B,transformer,26,0.24
factual,2,6,0.05,137,True,True,False,0.0,0.7990384697914124,0.9783273935317992,0.625,2.125,2.0265321731567383,Gemma3-1B,transformer,26,0.24
factual,3,6,0.05,137,True,True,True,0.3846153846153846,1.988566875457764,1.4548320770263672,0.875,3.4375,1.1810370683670044,Gemma3-1B,transformer,26,0.24
factual,4,6,0.05,137,True,True,True,0.3863636363636363,0.0047856755554676,0.0120507553219795,8.75,8.25,0.0005826961714774,Gemma3-1B,transformer,26,0.24
factual,5,6,0.05,137,True,True,True,0.5576923076923077,0.0234244707971811,0.361990213394165,6.25,3.5,0.0580970831215381,Gemma3-1B,transformer,26,0.24
factual,6,6,0.05,137,True,True,True,0.6785714285714286,0.7969411611557007,0.5101019144058228,1.375,2.5,0.1019986495375633,Gemma3-1B,transformer,26,0.24
factual,7,6,0.05,137,True,True,True,0.5454545454545454,0.1270643025636673,0.0803784355521202,5.625,5.875,0.0096457535400986,Gemma3-1B,transformer,26,0.24
factual,8,6,0.05,137,True,True,True,0.0256410256410256,0.3525932133197784,0.6810264587402344,3.125,2.375,0.0415414609014987,Gemma3-1B,transformer,26,0.24
factual,9,6,0.05,137,True,True,True,0.2222222222222222,0.2716334760189056,0.6485071182250977,5.125,4.0,0.05725659430027,Gemma3-1B,transformer,26,0.24
factual,10,6,0.05,137,True,True,False,0.0,0.5098906755447388,0.8459038734436035,1.5,0.25,0.1635784357786178,Gemma3-1B,transformer,26,0.24
factual,11,6,0.05,137,True,True,True,0.4285714285714285,0.0125078223645687,0.1994548738002777,6.5,4.375,0.0212780367583036,Gemma3-1B,transformer,26,0.24
factual,12,6,0.05,137,True,False,True,0.7551020408163265,1.3011996746063232,1.021901249885559,1.625,0.125,0.7283180952072144,Gemma3-1B,transformer,26,0.24
factual,13,6,0.05,137,True,True,True,0.6938775510204082,0.2852203249931335,0.1803847253322601,3.625,4.25,0.0631798207759857,Gemma3-1B,transformer,26,0.24
factual,14,6,0.05,137,True,True,False,0.0,0.8994768857955933,1.2658531665802002,0.125,1.375,1.874151587486267,Gemma3-1B,transformer,26,0.24
factual,15,6,0.05,137,True,True,True,0.8297872340425532,1.2173560857772827,1.3404126167297363,1.875,1.0,0.8714101314544678,Gemma3-1B,transformer,26,0.24
factual,16,6,0.05,137,True,True,False,0.0,1.2502940893173218,0.5053037405014038,2.0,2.6875,0.200199469923973,Gemma3-1B,transformer,26,0.24
factual,17,6,0.05,137,False,False,True,0.1944444444444444,0.6804569959640503,0.7094552516937256,2.125,3.0,0.0561584532260894,Gemma3-1B,transformer,26,0.24
factual,18,6,0.05,137,True,True,True,0.5365853658536586,1.4008657932281494,0.9380057454109192,0.25,0.25,0.7567678689956665,Gemma3-1B,transformer,26,0.24
factual,19,6,0.05,137,True,True,True,0.7407407407407407,0.074726216495037,0.1059229895472526,6.125,6.8125,0.0070639327168464,Gemma3-1B,transformer,26,0.24
factual,20,6,0.05,137,True,True,True,0.5833333333333334,0.0048851482570171,0.2005474120378494,7.75,4.3125,0.0280033834278583,Gemma3-1B,transformer,26,0.24
factual,21,6,0.05,137,True,True,True,0.5777777777777777,2.0365207195281982,1.8134706020355225,1.125,0.625,0.487870991230011,Gemma3-1B,transformer,26,0.24
factual,22,6,0.05,137,True,True,True,0.45,0.0419948883354663,0.0816292092204094,5.875,6.125,0.0049407887272536,Gemma3-1B,transformer,26,0.24
factual,23,6,0.05,137,True,True,True,0.1904761904761904,0.0443252101540565,0.0502242445945739,6.25,6.375,0.0115989856421947,Gemma3-1B,transformer,26,0.24
math,0,6,0.05,2049,True,False,True,0.9333333333333332,0.4291375577449798,0.1211911216378212,1.875,3.75,0.1331808567047119,Gemma3-1B,transformer,26,0.24
math,1,6,0.05,2049,True,False,True,0.25,0.4822702407836914,0.1957211941480636,1.625,3.875,0.2231080830097198,Gemma3-1B,transformer,26,0.24
math,2,6,0.05,2049,False,False,True,0.4,0.4513234198093414,0.6340333223342896,1.75,0.75,0.0837109833955764,Gemma3-1B,transformer,26,0.24
math,3,6,0.05,2049,True,False,True,0.7586206896551724,0.4095855057239532,0.6503794193267822,2.0,0.75,0.1138058230280876,Gemma3-1B,transformer,26,0.24
math,4,6,0.05,2049,False,False,True,0.8095238095238095,0.400652140378952,0.222587764263153,2.0,2.875,0.035046961158514,Gemma3-1B,transformer,26,0.24
math,5,6,0.05,2049,False,False,True,0.8518518518518519,0.5036481022834778,0.2205930650234222,1.5,3.5,0.3155717551708221,Gemma3-1B,transformer,26,0.24
math,6,6,0.05,2049,False,False,True,0.875,0.3249590694904327,0.4478485584259033,2.375,1.75,0.0190441943705081,Gemma3-1B,transformer,26,0.24
math,7,6,0.05,2049,False,False,True,0.8095238095238095,0.4688159823417663,0.2176603823900222,1.75,3.75,0.2054290324449539,Gemma3-1B,transformer,26,0.24
math,8,6,0.05,2049,False,False,True,0.8888888888888888,0.410464882850647,0.1413150876760482,2.0,3.75,0.1061425060033798,Gemma3-1B,transformer,26,0.24
math,9,6,0.05,2049,False,False,True,0.8461538461538461,0.4254102110862732,0.1173039898276329,1.875,3.75,0.134078100323677,Gemma3-1B,transformer,26,0.24
math,10,6,0.05,2049,False,False,True,1.0,0.3008630573749542,0.1325214952230453,2.5,4.375,0.0803396105766296,Gemma3-1B,transformer,26,0.24
math,11,6,0.05,2049,False,True,True,0.45,0.4726810455322265,0.2099235951900482,1.625,3.5,0.1673678606748581,Gemma3-1B,transformer,26,0.24
math,12,6,0.05,2049,False,True,True,0.9,0.4357930123806,0.1048340648412704,1.875,4.5,0.2208579778671264,Gemma3-1B,transformer,26,0.24
math,13,6,0.05,2049,False,False,True,0.8571428571428571,0.3744275569915771,0.096946008503437,2.125,4.25,0.1294321417808532,Gemma3-1B,transformer,26,0.24
math,14,6,0.05,2049,False,False,True,0.25,0.4580971896648407,0.1571037769317627,1.75,3.625,0.144803449511528,Gemma3-1B,transformer,26,0.24
math,15,6,0.05,2049,False,False,True,0.7142857142857143,0.4291110634803772,0.1196867525577545,1.875,4.125,0.176148310303688,Gemma3-1B,transformer,26,0.24
math,16,6,0.05,2049,False,False,True,0.25,0.5899055600166321,0.1423047631978988,1.125,3.75,0.3879920840263366,Gemma3-1B,transformer,26,0.24
math,17,6,0.05,2049,False,False,True,0.5833333333333334,0.2933979034423828,0.253263920545578,2.5,3.375,0.0312567539513111,Gemma3-1B,transformer,26,0.24
math,18,6,0.05,2049,True,False,True,0.5833333333333334,0.4324766099452972,0.1155218780040741,1.875,4.0,0.1621093302965164,Gemma3-1B,transformer,26,0.24
math,19,6,0.05,2049,False,False,True,0.8,0.3700264096260071,0.1879810541868209,2.125,3.875,0.1026736944913864,Gemma3-1B,transformer,26,0.24
