domain,prompt_idx,layer_idx,strength,seed,baseline_correct,perturbed_correct,flip,edit_distance,baseline_entropy,perturbed_entropy,baseline_margin,perturbed_margin,kl_divergence,model,paradigm,n_layers,layer_frac
math,7,12,0.2,42,True,True,True,0.8421052631578947,0.1803947240114212,0.1475325971841812,4.8125,5.375,0.0044635063968598,Gemma2-2B,transformer,26,0.48
math,8,12,0.2,42,True,True,True,0.3333333333333333,0.0719000175595283,0.0776513591408729,5.375,5.5,0.0007501022191718,Gemma2-2B,transformer,26,0.48
math,9,12,0.2,42,True,True,False,0.0,0.2281906902790069,0.1021812185645103,4.1875,4.8125,0.0153189692646265,Gemma2-2B,transformer,26,0.48
math,10,12,0.2,42,True,True,True,0.7352941176470589,0.07613355666399,0.0813715308904647,5.6875,5.8125,0.0008963455329649,Gemma2-2B,transformer,26,0.48
math,11,12,0.2,42,True,True,True,0.3333333333333333,0.0720878466963768,0.0431167148053646,5.5,6.25,0.002814226783812,Gemma2-2B,transformer,26,0.48
math,12,12,0.2,42,True,True,True,0.9375,0.1642769277095794,0.172917440533638,4.6875,4.25,0.0055350321345031,Gemma2-2B,transformer,26,0.48
math,13,12,0.2,42,True,True,False,0.0,0.0819523334503173,0.1133789420127868,5.6875,4.5,0.00475863693282,Gemma2-2B,transformer,26,0.48
math,14,12,0.2,42,True,True,True,0.3333333333333333,0.0413617528975009,0.0334612764418125,6.125,6.375,0.0004603556590154,Gemma2-2B,transformer,26,0.48
math,15,12,0.2,42,True,True,True,0.9375,0.2182848304510116,0.2787837386131286,4.125,3.5,0.0093847904354333,Gemma2-2B,transformer,26,0.48
math,16,12,0.2,42,True,True,True,0.25,0.0598462671041488,0.0335909649729728,5.4375,6.1875,0.0022582579404115,Gemma2-2B,transformer,26,0.48
math,17,12,0.2,42,True,True,True,0.71875,0.0339814759790897,0.0266315825283527,6.5625,6.6875,0.0005432558828033,Gemma2-2B,transformer,26,0.48
math,18,12,0.2,42,True,True,True,0.34375,0.1616151332855224,0.1725646406412124,4.6875,4.125,0.0044295573607087,Gemma2-2B,transformer,26,0.48
math,19,12,0.2,42,True,True,False,0.0,0.0527641959488391,0.0465242303907871,5.625,6.0625,0.0008086152374744,Gemma2-2B,transformer,26,0.48
math,20,12,0.2,42,True,True,False,0.0,0.117802619934082,0.101782351732254,5.125,4.75,0.0045096026733517,Gemma2-2B,transformer,26,0.48
math,21,12,0.2,42,True,True,True,0.8421052631578947,0.0741032809019088,0.0446402169764041,5.125,5.875,0.0024295579642057,Gemma2-2B,transformer,26,0.48
math,22,12,0.2,42,True,True,True,0.65625,0.0689905881881713,0.0652825459837913,5.5625,5.9375,0.000754989858251,Gemma2-2B,transformer,26,0.48
math,23,12,0.2,42,True,True,True,0.9375,0.1687379777431488,0.2137072831392288,4.9375,4.1875,0.0068456744775176,Gemma2-2B,transformer,26,0.48
factual,0,12,0.2,42,True,True,True,0.8333333333333334,2.246755599975586,2.0789973735809326,0.5,1.125,0.0762303471565246,Gemma2-2B,transformer,26,0.48
factual,1,12,0.2,42,True,True,False,0.0,0.3111552894115448,0.2951109707355499,3.875,4.1875,0.0034681421238929,Gemma2-2B,transformer,26,0.48
factual,2,12,0.2,42,True,True,False,0.0,1.1621514558792114,1.1393988132476809,1.8125,2.0625,0.0176792070269584,Gemma2-2B,transformer,26,0.48
factual,3,12,0.2,42,True,True,True,0.6904761904761905,1.5485296249389648,1.157321810722351,2.6875,2.9375,0.0708616822957992,Gemma2-2B,transformer,26,0.48
factual,4,12,0.2,42,True,True,True,0.675,0.0698428228497505,0.0616800114512443,5.875,5.4375,0.0041301059536635,Gemma2-2B,transformer,26,0.48
factual,5,12,0.2,42,True,True,True,0.2727272727272727,0.0105721782892942,0.0122814318165183,7.25,6.9375,7.347494101850316e-05,Gemma2-2B,transformer,26,0.48
factual,6,12,0.2,42,True,True,False,0.0,0.9358811378479004,0.7750346660614014,2.875,3.1875,0.0321506336331367,Gemma2-2B,transformer,26,0.48
factual,7,12,0.2,42,True,True,False,0.0,0.5891404151916504,0.5918965339660645,3.8125,4.1875,0.015211253426969,Gemma2-2B,transformer,26,0.48
factual,8,12,0.2,42,True,True,True,0.5918367346938775,0.2662356495857239,0.25970259308815,4.125,4.0,0.0012332868063822,Gemma2-2B,transformer,26,0.48
factual,9,12,0.2,42,True,True,True,0.5777777777777777,0.4648249745368957,0.5326818823814392,4.1875,3.25,0.0145392538979649,Gemma2-2B,transformer,26,0.48
factual,10,12,0.2,42,True,True,True,0.3829787234042553,0.4024083912372589,0.5614839196205139,2.0,1.25,0.0363028012216091,Gemma2-2B,transformer,26,0.48
factual,11,12,0.2,42,True,True,False,0.0,0.0923640131950378,0.1435996741056442,5.1875,4.3125,0.0039004036225378,Gemma2-2B,transformer,26,0.48
factual,12,12,0.2,42,True,True,True,0.7,0.8050947189331055,0.5811482667922974,2.375,2.5,0.0464967526495456,Gemma2-2B,transformer,26,0.48
factual,13,12,0.2,42,True,True,True,0.32,0.1426325142383575,0.1019862443208694,5.3125,5.8125,0.0087143937125802,Gemma2-2B,transformer,26,0.48
factual,14,12,0.2,42,True,True,True,0.6842105263157895,1.4150447845458984,1.5000784397125244,0.3125,0.625,0.0314451344311237,Gemma2-2B,transformer,26,0.48
factual,15,12,0.2,42,True,True,True,0.6511627906976745,2.2353994846343994,1.7730178833007812,0.9375,1.75,0.1044892445206642,Gemma2-2B,transformer,26,0.48
factual,16,12,0.2,42,True,True,False,0.0,1.7515937089920044,1.438449144363403,1.6875,2.5625,0.0650103911757469,Gemma2-2B,transformer,26,0.48
factual,17,12,0.2,42,True,True,False,0.0,0.971867561340332,0.4172677099704742,2.25,4.5625,0.2025708705186844,Gemma2-2B,transformer,26,0.48
factual,18,12,0.2,42,True,True,True,0.2333333333333333,1.550069808959961,1.5265259742736816,0.6875,0.0625,0.0517458170652389,Gemma2-2B,transformer,26,0.48
factual,19,12,0.2,42,True,True,True,0.1333333333333333,0.7824587821960449,0.6635050177574158,2.625,2.6875,0.0160667486488819,Gemma2-2B,transformer,26,0.48
factual,20,12,0.2,42,True,True,True,0.3666666666666666,0.1988398283720016,0.290274828672409,5.3125,4.4375,0.0086839431896805,Gemma2-2B,transformer,26,0.48
factual,21,12,0.2,42,True,True,True,0.7368421052631579,2.730144500732422,2.393489360809326,0.5625,0.1875,0.1692769676446914,Gemma2-2B,transformer,26,0.48
factual,22,12,0.2,42,True,True,False,0.0,0.0907000005245208,0.0567522533237934,5.6875,6.3125,0.0019230399047955,Gemma2-2B,transformer,26,0.48
factual,23,12,0.2,42,True,True,True,0.5172413793103449,0.0574504360556602,0.0430715903639793,5.0,5.4375,0.0009076839196495,Gemma2-2B,transformer,26,0.48
math,0,12,0.2,137,True,True,True,0.9230769230769232,0.1829530447721481,0.3617708683013916,4.3125,3.25,0.0179639551788568,Gemma2-2B,transformer,26,0.48
math,1,12,0.2,137,True,True,True,0.935483870967742,0.0740680024027824,0.1826021522283554,5.625,4.6875,0.0086577357724308,Gemma2-2B,transformer,26,0.48
math,2,12,0.2,137,True,True,True,0.935483870967742,0.0428506843745708,0.3232726156711578,5.75,3.375,0.0489415153861045,Gemma2-2B,transformer,26,0.48
math,3,12,0.2,137,True,True,False,0.0,0.0642340555787086,0.3940384089946747,5.875,3.25,0.0598552413284778,Gemma2-2B,transformer,26,0.48
math,4,12,0.2,137,True,True,True,0.9230769230769232,0.1332427412271499,0.3710041642189026,5.0,3.375,0.0272469818592071,Gemma2-2B,transformer,26,0.48
math,5,12,0.2,137,True,True,True,0.935483870967742,0.1298551708459854,0.3800141215324402,4.9375,3.6875,0.0273658279329538,Gemma2-2B,transformer,26,0.48
math,6,12,0.2,137,True,True,True,0.2222222222222222,0.071402296423912,0.4098432660102844,5.5,2.875,0.0632637590169906,Gemma2-2B,transformer,26,0.48
math,7,12,0.2,137,True,True,True,0.8846153846153846,0.1803947240114212,0.4183882474899292,4.8125,3.8125,0.025327268987894,Gemma2-2B,transformer,26,0.48
math,8,12,0.2,137,True,True,True,0.935483870967742,0.0719000175595283,0.2639854252338409,5.375,4.0625,0.0205085184425115,Gemma2-2B,transformer,26,0.48
math,9,12,0.2,137,True,True,True,0.9230769230769232,0.2281906902790069,0.499134749174118,4.1875,2.875,0.033693391829729,Gemma2-2B,transformer,26,0.48
math,10,12,0.2,137,True,True,True,0.7096774193548387,0.07613355666399,0.2204533368349075,5.6875,4.6875,0.0134720169007778,Gemma2-2B,transformer,26,0.48
math,11,12,0.2,137,True,True,True,0.935483870967742,0.0720878466963768,0.2286328226327896,5.5,4.3125,0.015744274482131,Gemma2-2B,transformer,26,0.48
math,12,12,0.2,137,True,True,True,0.9230769230769232,0.1642769277095794,0.4299599528312683,4.6875,2.6875,0.0459271408617496,Gemma2-2B,transformer,26,0.48
math,13,12,0.2,137,True,True,True,0.7741935483870968,0.0819523334503173,0.2526133954524994,5.6875,3.5,0.0238107144832611,Gemma2-2B,transformer,26,0.48
math,14,12,0.2,137,True,True,True,0.925925925925926,0.0413617528975009,0.1933038383722305,6.125,4.125,0.0179636348038911,Gemma2-2B,transformer,26,0.48
math,15,12,0.2,137,True,True,True,0.9230769230769232,0.2182848304510116,0.5549634695053101,4.125,2.0,0.0812598541378974,Gemma2-2B,transformer,26,0.48
math,16,12,0.2,137,True,True,True,0.8235294117647058,0.0598462671041488,0.1816155910491943,5.4375,4.125,0.0118387881666421,Gemma2-2B,transformer,26,0.48
math,17,12,0.2,137,True,True,True,0.7096774193548387,0.0339814759790897,0.0686621367931366,6.5625,5.5625,0.0021125839557498,Gemma2-2B,transformer,26,0.48
math,18,12,0.2,137,True,True,True,0.4516129032258064,0.1616151332855224,0.4053852558135986,4.6875,2.5625,0.0494939647614955,Gemma2-2B,transformer,26,0.48
math,19,12,0.2,137,True,True,True,0.90625,0.0527641959488391,0.0860756933689117,5.625,5.25,0.0019561164081096,Gemma2-2B,transformer,26,0.48
math,20,12,0.2,137,True,True,True,0.9230769230769232,0.117802619934082,0.3824175000190735,5.125,2.625,0.0550689585506916,Gemma2-2B,transformer,26,0.48
math,21,12,0.2,137,True,True,True,0.5806451612903226,0.0741032809019088,0.1892634183168411,5.125,4.25,0.0099571347236633,Gemma2-2B,transformer,26,0.48
math,22,12,0.2,137,True,True,True,0.75,0.0689905881881713,0.282240629196167,5.5625,3.9375,0.0250470880419015,Gemma2-2B,transformer,26,0.48
math,23,12,0.2,137,True,True,True,0.9285714285714286,0.1687379777431488,0.3822735846042633,4.9375,2.6875,0.047002837061882,Gemma2-2B,transformer,26,0.48
factual,0,12,0.2,137,True,True,True,0.8611111111111112,2.246755599975586,2.553255558013916,0.5,0.4375,0.1138901337981224,Gemma2-2B,transformer,26,0.48
factual,1,12,0.2,137,True,True,False,0.0,0.3111552894115448,0.3955212533473968,3.875,3.25,0.0072816750034689,Gemma2-2B,transformer,26,0.48
factual,2,12,0.2,137,True,True,True,0.4473684210526316,1.1621514558792114,1.422396183013916,1.8125,1.25,0.0424370430409908,Gemma2-2B,transformer,26,0.48
factual,3,12,0.2,137,True,True,True,0.55,1.5485296249389648,2.947387218475342,2.6875,0.8125,0.3574842810630798,Gemma2-2B,transformer,26,0.48
factual,4,12,0.2,137,True,True,True,0.4772727272727273,0.0698428228497505,0.1104881167411804,5.875,5.1875,0.0019481215858832,Gemma2-2B,transformer,26,0.48
factual,5,12,0.2,137,True,True,True,0.2727272727272727,0.0105721782892942,0.0114078894257545,7.25,8.1875,0.0005896922666579,Gemma2-2B,transformer,26,0.48
factual,6,12,0.2,137,True,True,True,0.75,0.9358811378479004,1.177092671394348,2.875,2.75,0.0198224280029535,Gemma2-2B,transformer,26,0.48
factual,7,12,0.2,137,True,True,True,0.1388888888888889,0.5891404151916504,0.7546833753585815,3.8125,4.1875,0.0151755502447485,Gemma2-2B,transformer,26,0.48
factual,8,12,0.2,137,True,True,True,0.0869565217391304,0.2662356495857239,0.3816554546356201,4.125,3.25,0.0124767813831567,Gemma2-2B,transformer,26,0.48
factual,9,12,0.2,137,True,True,True,0.2894736842105263,0.4648249745368957,0.9490941166877748,4.1875,3.1875,0.0429409071803092,Gemma2-2B,transformer,26,0.48
factual,10,12,0.2,137,True,True,True,0.2916666666666667,0.4024083912372589,0.5345256328582764,2.0,1.5,0.0158809423446655,Gemma2-2B,transformer,26,0.48
factual,11,12,0.2,137,True,True,True,0.15625,0.0923640131950378,0.1178572550415992,5.1875,5.1875,0.0010763070313259,Gemma2-2B,transformer,26,0.48
factual,12,12,0.2,137,True,True,False,0.0,0.8050947189331055,0.7958442568778992,2.375,2.5,0.0043903784826397,Gemma2-2B,transformer,26,0.48
factual,13,12,0.2,137,True,True,True,0.3725490196078431,0.1426325142383575,0.21774323284626,5.3125,4.4375,0.0079544177278876,Gemma2-2B,transformer,26,0.48
factual,14,12,0.2,137,True,True,True,0.6842105263157895,1.4150447845458984,1.5149892568588257,0.3125,0.1875,0.0259437784552574,Gemma2-2B,transformer,26,0.48
factual,15,12,0.2,137,True,True,False,0.0,2.2353994846343994,2.498330354690552,0.9375,0.6875,0.0253575127571821,Gemma2-2B,transformer,26,0.48
factual,16,12,0.2,137,True,True,True,0.4375,1.7515937089920044,1.8029797077178955,1.6875,2.125,0.0780205875635147,Gemma2-2B,transformer,26,0.48
factual,17,12,0.2,137,True,True,True,0.5777777777777777,0.971867561340332,0.8272612690925598,2.25,3.1875,0.0382577404379844,Gemma2-2B,transformer,26,0.48
factual,18,12,0.2,137,True,True,False,0.0333333333333333,1.550069808959961,1.5404284000396729,0.6875,1.125,0.0208983849734067,Gemma2-2B,transformer,26,0.48
factual,19,12,0.2,137,True,True,True,0.8076923076923077,0.7824587821960449,0.8380758762359619,2.625,2.75,0.0083469552919268,Gemma2-2B,transformer,26,0.48
factual,20,12,0.2,137,True,True,True,0.3673469387755102,0.1988398283720016,0.2390740811824798,5.3125,5.0625,0.0030830493196845,Gemma2-2B,transformer,26,0.48
factual,21,12,0.2,137,True,True,True,0.5263157894736842,2.730144500732422,2.6124229431152344,0.5625,1.375,0.1530065387487411,Gemma2-2B,transformer,26,0.48
factual,22,12,0.2,137,True,True,False,0.0,0.0907000005245208,0.2055710703134536,5.6875,3.9375,0.0128660211339592,Gemma2-2B,transformer,26,0.48
factual,23,12,0.2,137,True,True,True,0.5833333333333334,0.0574504360556602,0.0378227233886718,5.0,5.4375,0.0010707294568419,Gemma2-2B,transformer,26,0.48
math,0,12,0.2,2049,True,True,False,0.0,0.1829530447721481,0.2059837281703949,4.3125,3.5,0.0099104000255465,Gemma2-2B,transformer,26,0.48
math,1,12,0.2,2049,True,True,False,0.0,0.0740680024027824,0.1967453360557556,5.625,3.875,0.0131913647055625,Gemma2-2B,transformer,26,0.48
math,2,12,0.2,2049,True,True,False,0.0,0.0428506843745708,0.0559480302035808,5.75,5.4375,0.0006852282676845,Gemma2-2B,transformer,26,0.48
math,3,12,0.2,2049,True,True,True,0.8666666666666667,0.0642340555787086,0.0637466013431549,5.875,5.5,0.0007801208412274,Gemma2-2B,transformer,26,0.48
math,4,12,0.2,2049,True,True,False,0.0,0.1332427412271499,0.1725609004497528,5.0,3.875,0.0083089955151081,Gemma2-2B,transformer,26,0.48
math,5,12,0.2,2049,True,True,False,0.0,0.1298551708459854,0.4140528440475464,4.9375,2.75,0.0459727495908737,Gemma2-2B,transformer,26,0.48
math,6,12,0.2,2049,True,True,True,0.8666666666666667,0.071402296423912,0.0972252115607261,5.5,4.8125,0.0014184792526066,Gemma2-2B,transformer,26,0.48
math,7,12,0.2,2049,True,True,False,0.0,0.1803947240114212,0.2607492804527282,4.8125,4.375,0.0045590638183057,Gemma2-2B,transformer,26,0.48
math,8,12,0.2,2049,True,True,False,0.0,0.0719000175595283,0.138692706823349,5.375,4.625,0.0056226281449198,Gemma2-2B,transformer,26,0.48
math,9,12,0.2,2049,True,True,False,0.0,0.2281906902790069,0.2042365372180938,4.1875,3.625,0.0115517592057585,Gemma2-2B,transformer,26,0.48
math,10,12,0.2,2049,True,True,True,0.8108108108108109,0.07613355666399,0.1646272987127304,5.6875,4.0,0.0104133887216448,Gemma2-2B,transformer,26,0.48
math,11,12,0.2,2049,True,True,False,0.0,0.0720878466963768,0.199533000588417,5.5,3.75,0.0144237056374549,Gemma2-2B,transformer,26,0.48
math,12,12,0.2,2049,True,True,True,0.935483870967742,0.1642769277095794,0.1537368446588516,4.6875,5.375,0.0050962502136826,Gemma2-2B,transformer,26,0.48
math,13,12,0.2,2049,True,True,True,0.8108108108108109,0.0819523334503173,0.0691838860511779,5.6875,6.0625,0.0012541249161586,Gemma2-2B,transformer,26,0.48
math,14,12,0.2,2049,True,True,False,0.0,0.0413617528975009,0.0977920368313789,6.125,4.5625,0.0055417595431208,Gemma2-2B,transformer,26,0.48
math,15,12,0.2,2049,True,True,False,0.0,0.2182848304510116,0.2589903473854065,4.125,4.3125,0.0062368484213948,Gemma2-2B,transformer,26,0.48
math,16,12,0.2,2049,True,True,False,0.0,0.0598462671041488,0.1684533804655075,5.4375,3.75,0.0129998745396733,Gemma2-2B,transformer,26,0.48
math,17,12,0.2,2049,True,False,True,0.9285714285714286,0.0339814759790897,0.0365318655967712,6.5625,6.3125,0.0002711756096687,Gemma2-2B,transformer,26,0.48
math,18,12,0.2,2049,True,True,True,0.75,0.1616151332855224,0.1228761225938797,4.6875,5.3125,0.0057636555284261,Gemma2-2B,transformer,26,0.48
math,19,12,0.2,2049,True,True,False,0.0,0.0527641959488391,0.0407705157995224,5.625,5.9375,0.0006816644454374,Gemma2-2B,transformer,26,0.48
math,20,12,0.2,2049,True,True,False,0.0,0.117802619934082,0.1238240972161293,5.125,5.3125,0.0021408922038972,Gemma2-2B,transformer,26,0.48
math,21,12,0.2,2049,True,True,True,0.8421052631578947,0.0741032809019088,0.1752726733684539,5.125,3.75,0.0106675056740641,Gemma2-2B,transformer,26,0.48
math,22,12,0.2,2049,True,True,True,0.9375,0.0689905881881713,0.1372838914394378,5.5625,4.0,0.0091939205303788,Gemma2-2B,transformer,26,0.48
math,23,12,0.2,2049,True,False,True,1.0,0.1687379777431488,0.1740209758281707,4.9375,4.4375,0.0047939219512045,Gemma2-2B,transformer,26,0.48
factual,0,12,0.2,2049,True,True,True,0.8333333333333334,2.246755599975586,2.318772315979004,0.5,1.5,0.1057611405849456,Gemma2-2B,transformer,26,0.48
factual,1,12,0.2,2049,True,True,False,0.0,0.3111552894115448,0.3160745203495025,3.875,4.0,0.0017463486874476,Gemma2-2B,transformer,26,0.48
factual,2,12,0.2,2049,True,True,True,0.6842105263157895,1.1621514558792114,1.22249436378479,1.8125,1.9375,0.0248050857335329,Gemma2-2B,transformer,26,0.48
factual,3,12,0.2,2049,True,True,True,0.65,1.5485296249389648,1.0900018215179443,2.6875,3.5625,0.0668878182768821,Gemma2-2B,transformer,26,0.48
factual,4,12,0.2,2049,True,True,True,0.3421052631578947,0.0698428228497505,0.1122256889939308,5.875,4.8125,0.0033730547875165,Gemma2-2B,transformer,26,0.48
factual,5,12,0.2,2049,True,True,True,0.3636363636363636,0.0105721782892942,0.008121364749968,7.25,7.5,7.868774991948158e-05,Gemma2-2B,transformer,26,0.48
factual,6,12,0.2,2049,True,True,False,0.0,0.9358811378479004,0.579505980014801,2.875,3.25,0.050881341099739,Gemma2-2B,transformer,26,0.48
factual,7,12,0.2,2049,True,True,True,0.1388888888888889,0.5891404151916504,0.4409794509410858,3.8125,4.6875,0.0133914593607187,Gemma2-2B,transformer,26,0.48
factual,8,12,0.2,2049,True,True,False,0.0,0.2662356495857239,0.2450254708528518,4.125,3.875,0.0030286449473351,Gemma2-2B,transformer,26,0.48
factual,9,12,0.2,2049,True,True,True,0.0256410256410256,0.4648249745368957,0.377224862575531,4.1875,4.875,0.0107978275045752,Gemma2-2B,transformer,26,0.48
factual,10,12,0.2,2049,True,True,True,0.3829787234042553,0.4024083912372589,0.4217064082622528,2.0,1.875,0.0027817150112241,Gemma2-2B,transformer,26,0.48
factual,11,12,0.2,2049,True,True,False,0.0,0.0923640131950378,0.1546438485383987,5.1875,4.3125,0.0049914657138288,Gemma2-2B,transformer,26,0.48
factual,12,12,0.2,2049,True,True,True,0.7,0.8050947189331055,0.3843137323856354,2.375,3.125,0.0652845203876495,Gemma2-2B,transformer,26,0.48
factual,13,12,0.2,2049,True,True,False,0.0,0.1426325142383575,0.2048213928937912,5.3125,5.25,0.0043858950957655,Gemma2-2B,transformer,26,0.48
factual,14,12,0.2,2049,True,True,True,0.5882352941176471,1.4150447845458984,1.4122533798217771,0.3125,0.875,0.0831076130270958,Gemma2-2B,transformer,26,0.48
factual,15,12,0.2,2049,True,True,True,0.6511627906976745,2.2353994846343994,1.8696800470352173,0.9375,1.5625,0.0711438059806823,Gemma2-2B,transformer,26,0.48
factual,16,12,0.2,2049,True,True,False,0.0,1.7515937089920044,1.539454221725464,1.6875,2.125,0.0519088357686996,Gemma2-2B,transformer,26,0.48
factual,17,12,0.2,2049,True,True,True,0.5777777777777777,0.971867561340332,1.6943855285644531,2.25,0.75,0.2772431373596191,Gemma2-2B,transformer,26,0.48
factual,18,12,0.2,2049,True,True,True,0.2333333333333333,1.550069808959961,1.5783464908599854,0.6875,0.1875,0.080681636929512,Gemma2-2B,transformer,26,0.48
factual,19,12,0.2,2049,True,True,True,0.1333333333333333,0.7824587821960449,0.4827944338321686,2.625,4.0625,0.0620949193835258,Gemma2-2B,transformer,26,0.48
factual,20,12,0.2,2049,True,True,True,0.4313725490196078,0.1988398283720016,0.2194526642560959,5.3125,4.75,0.0044685248285532,Gemma2-2B,transformer,26,0.48
factual,21,12,0.2,2049,True,True,True,0.7368421052631579,2.730144500732422,3.083573579788208,0.5625,0.4375,0.1337767094373703,Gemma2-2B,transformer,26,0.48
factual,22,12,0.2,2049,True,True,True,0.6226415094339622,0.0907000005245208,0.0738759860396385,5.6875,5.5625,0.0010343512985855,Gemma2-2B,transformer,26,0.48
factual,23,12,0.2,2049,True,True,True,0.59375,0.0574504360556602,0.0862724035978317,5.0,4.5,0.0018146348884329,Gemma2-2B,transformer,26,0.48
math,0,12,0.5,42,True,True,False,0.0,0.1829530447721481,0.0280488580465316,4.3125,6.75,0.0560321733355522,Gemma2-2B,transformer,26,0.48
math,1,12,0.5,42,True,True,True,0.3333333333333333,0.0740680024027824,0.1991606950759887,5.625,4.6875,0.0122512457892298,Gemma2-2B,transformer,26,0.48
math,2,12,0.5,42,True,True,False,0.0,0.0428506843745708,0.1667546033859253,5.75,5.25,0.0146421203389763,Gemma2-2B,transformer,26,0.48
math,3,12,0.5,42,True,False,True,0.5625,0.0642340555787086,0.1645188331604004,5.875,5.125,0.0199494957923889,Gemma2-2B,transformer,26,0.48
math,4,12,0.5,42,True,True,False,0.0,0.1332427412271499,0.0479241013526916,5.0,6.0,0.0217247754335403,Gemma2-2B,transformer,26,0.48
math,5,12,0.5,42,True,True,True,0.3333333333333333,0.1298551708459854,0.232360765337944,4.9375,4.5,0.0132018011063337,Gemma2-2B,transformer,26,0.48
math,6,12,0.5,42,True,False,True,0.6666666666666666,0.071402296423912,0.0806960240006446,5.5,5.6875,0.0045608887448906,Gemma2-2B,transformer,26,0.48
math,7,12,0.5,42,True,True,True,0.25,0.1803947240114212,0.3528103828430176,4.8125,4.0,0.0190448481589555,Gemma2-2B,transformer,26,0.48
math,8,12,0.5,42,True,True,True,0.8571428571428571,0.0719000175595283,0.3265150785446167,5.375,3.875,0.0304475780576467,Gemma2-2B,transformer,26,0.48
math,9,12,0.5,42,True,True,False,0.0,0.2281906902790069,0.03153782710433,4.1875,6.625,0.0770570710301399,Gemma2-2B,transformer,26,0.48
math,10,12,0.5,42,True,False,True,0.7857142857142857,0.07613355666399,0.3917478024959564,5.6875,3.8125,0.0364454798400402,Gemma2-2B,transformer,26,0.48
math,11,12,0.5,42,True,True,True,0.3333333333333333,0.0720878466963768,0.1562360823154449,5.5,5.125,0.0086387563496828,Gemma2-2B,transformer,26,0.48
math,12,12,0.5,42,True,True,True,0.8181818181818182,0.1642769277095794,0.3426964879035949,4.6875,3.6875,0.0290090087801218,Gemma2-2B,transformer,26,0.48
math,13,12,0.5,42,True,True,True,0.8571428571428571,0.0819523334503173,0.3571491241455078,5.6875,3.5625,0.0423985123634338,Gemma2-2B,transformer,26,0.48
math,14,12,0.5,42,True,False,True,1.0,0.0413617528975009,0.1787365227937698,6.125,4.125,0.0157731194049119,Gemma2-2B,transformer,26,0.48
math,15,12,0.5,42,True,True,True,0.8181818181818182,0.2182848304510116,0.3256540596485138,4.125,3.5625,0.0233488716185092,Gemma2-2B,transformer,26,0.48
math,16,12,0.5,42,True,False,True,0.5,0.0598462671041488,0.1065366342663765,5.4375,5.0,0.0049089998938143,Gemma2-2B,transformer,26,0.48
math,17,12,0.5,42,True,False,True,0.8571428571428571,0.0339814759790897,0.1693283021450042,6.5625,4.75,0.0152706857770681,Gemma2-2B,transformer,26,0.48
math,18,12,0.5,42,True,True,True,0.8214285714285714,0.1616151332855224,0.26589235663414,4.6875,3.9375,0.0202609281986951,Gemma2-2B,transformer,26,0.48
math,19,12,0.5,42,True,False,True,0.3333333333333333,0.0527641959488391,0.2158466130495071,5.625,4.375,0.0202549863606691,Gemma2-2B,transformer,26,0.48
math,20,12,0.5,42,True,True,False,0.0,0.117802619934082,0.2341910898685455,5.125,3.875,0.019189154729247,Gemma2-2B,transformer,26,0.48
math,21,12,0.5,42,True,False,True,0.8947368421052632,0.0741032809019088,0.1424683928489685,5.125,4.8125,0.0064035356044769,Gemma2-2B,transformer,26,0.48
math,22,12,0.5,42,True,False,True,0.90625,0.0689905881881713,0.3593194186687469,5.5625,3.875,0.0329467914998531,Gemma2-2B,transformer,26,0.48
math,23,12,0.5,42,True,True,True,0.8181818181818182,0.1687379777431488,0.3139459490776062,4.9375,4.0,0.0253967512398958,Gemma2-2B,transformer,26,0.48
factual,0,12,0.5,42,True,True,True,0.7027027027027027,2.246755599975586,1.7135261297225952,0.5,1.0,0.8418042659759521,Gemma2-2B,transformer,26,0.48
factual,1,12,0.5,42,True,True,True,0.5,0.3111552894115448,0.6108647584915161,3.875,3.4375,0.054288912564516,Gemma2-2B,transformer,26,0.48
factual,2,12,0.5,42,True,True,True,0.4468085106382978,1.1621514558792114,2.612168073654175,1.8125,0.875,0.3522734344005584,Gemma2-2B,transformer,26,0.48
factual,3,12,0.5,42,True,True,True,0.7,1.5485296249389648,1.3634263277053833,2.6875,3.3125,0.3965272307395935,Gemma2-2B,transformer,26,0.48
factual,4,12,0.5,42,True,True,True,0.696969696969697,0.0698428228497505,0.2095505744218826,5.875,3.875,0.0341882109642028,Gemma2-2B,transformer,26,0.48
factual,5,12,0.5,42,True,True,True,0.3272727272727272,0.0105721782892942,0.0778731331229209,7.25,5.5625,0.0072129825130105,Gemma2-2B,transformer,26,0.48
factual,6,12,0.5,42,True,True,False,0.0,0.9358811378479004,0.670891284942627,2.875,3.0625,0.2473914325237274,Gemma2-2B,transformer,26,0.48
factual,7,12,0.5,42,True,True,True,0.2777777777777778,0.5891404151916504,0.846714437007904,3.8125,3.0625,0.1568525284528732,Gemma2-2B,transformer,26,0.48
factual,8,12,0.5,42,True,True,True,0.5576923076923077,0.2662356495857239,0.4138449430465698,4.125,3.625,0.0187464635819196,Gemma2-2B,transformer,26,0.48
factual,9,12,0.5,42,True,True,True,0.5918367346938775,0.4648249745368957,1.6309127807617188,4.1875,0.625,0.457662969827652,Gemma2-2B,transformer,26,0.48
factual,10,12,0.5,42,True,True,True,0.5581395348837209,0.4024083912372589,0.7716266512870789,2.0,0.0,0.3337917327880859,Gemma2-2B,transformer,26,0.48
