term,beta_std,std_err,t_value,n,r2
intercept,-3.3769283665681843e-16,0.1038428205161722,-3.251961329423126e-15,36,0.6980667215628976
log10_params,-0.3810952642649066,0.1347035870740342,-2.8291396876866646,36,0.6980667215628976
recency_months,0.05280292798990675,0.11577083366173217,0.4560987108738482,36,0.6980667215628976
architecture_quality_index,-0.4123280386446835,0.15368956092147634,-2.682863014068676,36,0.6980667215628976
hybridization_score,-0.7885176235478953,0.12117148636896602,-6.507451935902369,36,0.6980667215628976
kv_compression,0.21821140079633985,0.15055905481306264,1.4493409318175903,36,0.6980667215628976
is_long_context_128k_f,0.5880880314689206,0.12536808629037116,4.690891030328254,36,0.6980667215628976
has_quant_f,-0.019364218610461295,0.11552597181501306,-0.16761788112432774,36,0.6980667215628976
