term,beta_std,std_err,t_value,n,r2
intercept,-2.619095272303034e-16,0.14916378950828293,-1.7558519268898017e-15,46,0.04325704767975269
log10_params,0.14530420514142037,0.1539527681761499,0.9438232703628038,46,0.04325704767975269
recency_months,-0.11713118205775949,0.15395276817614992,-0.7608254365633761,46,0.04325704767975269
