model,paradigm,layer,layer_frac,d_model,PR,PR_over_d,effective_rank,ER_over_d,anisotropy
Qwen3-1.7B,transformer,26,0.9285714285714286,2048,5.3136669510863195,0.002594563940960117,9.135692969473334,0.0044607875827506515,0.9507089197211684
Qwen3-1.7B,transformer,27,0.9642857142857143,2048,5.330039126906744,0.0026025581674349336,9.065384007785672,0.004426457035051598,0.9585540325283651
Gemma2-2B,transformer,2,0.07692307692307693,2304,4.729659026535253,0.0020528033969337035,8.548207209387535,0.003710159379074451,0.8928939198144848
Gemma2-2B,transformer,3,0.11538461538461539,2304,4.483467440531144,0.0019459494099527536,8.242299005226146,0.0035773867210182925,0.8900338717935082
Gemma2-2B,transformer,4,0.15384615384615385,2304,3.948953734507078,0.0017139556139353638,7.563858175831712,0.0032829245554825137,0.9081480347916263
Gemma2-2B,transformer,5,0.19230769230769232,2304,3.323423504388636,0.0014424581182242344,6.62812396409485,0.0028767899149717228,0.9155366306861606
Gemma2-2B,transformer,6,0.23076923076923078,2304,3.2445963932050956,0.0014082449623286006,6.467731298822289,0.0028071750428916185,0.9221526450798486
Gemma2-2B,transformer,7,0.2692307692307692,2304,2.7556138422124548,0.0011960129523491557,5.578117102089371,0.0024210577700040673,0.9344039105011329
Gemma2-2B,transformer,8,0.3076923076923077,2304,2.9078428587728946,0.00126208457412018,5.876293401027296,0.0025504745664180974,0.9348579260170023
Gemma2-2B,transformer,9,0.34615384615384615,2304,2.8811847801470765,0.0012505142274943908,5.850683538757193,0.0025393591748078094,0.9359159385517603
Gemma2-2B,transformer,10,0.38461538461538464,2304,2.6292897677590417,0.0011411847950343063,5.35681134036978,0.0023250049220354947,0.9421760533907267
Gemma2-2B,transformer,11,0.4230769230769231,2304,2.498831111057493,0.001084562114174259,5.0635087533787235,0.002197703451987293,0.9479733799073865
Gemma2-2B,transformer,12,0.46153846153846156,2304,2.391172578370643,0.0010378353204733694,4.824978391530565,0.0020941746491018078,0.9539212872449239
Gemma2-2B,transformer,13,0.5,2304,2.118197336627935,0.0009193564829114302,4.205718430881408,0.0018253986245145,0.9554779450737694
Gemma2-2B,transformer,14,0.5384615384615384,2304,2.3028528855033765,0.000999502120444174,4.617265997157742,0.00200402170015527,0.9557203477095219
Gemma2-2B,transformer,15,0.5769230769230769,2304,2.20424529317749,0.0009567036862749523,4.39631389293429,0.0019081223493638412,0.9598342173166892
Gemma2-2B,transformer,16,0.6153846153846154,2304,2.2412101244393856,0.0009727474498434834,4.478403396245362,0.0019437514740648272,0.9597638083337536
Gemma2-2B,transformer,17,0.6538461538461539,2304,2.4962717513794526,0.0010834512809806652,5.062462848249753,0.0021972495001083996,0.9512643169609368
Gemma2-2B,transformer,18,0.6923076923076923,2304,2.5670439102142066,0.0011141683638082494,5.205161680518846,0.002259184757169638,0.9494632286063039
Gemma2-2B,transformer,19,0.7307692307692307,2304,3.0273545603514123,0.0013139559723747449,6.107613544590904,0.0026508739342842465,0.9412935053618529
Gemma2-2B,transformer,20,0.7692307692307693,2304,3.3723540551673103,0.0014636953364441452,6.693536735512128,0.00290518087478825,0.936401451677822
Gemma2-2B,transformer,21,0.8076923076923077,2304,3.8567792477482894,0.0016739493262796395,7.4231873276899005,0.003221869499865408,0.9291834878483317
