model_id,org,inferred_paradigm,arch_key,release_date,release_month,downloads,log10_downloads,adoption_residual,log10_params,param_b,recency_months,support_score,measured_tax,support_score_at_release,support_gain_after_release,frameworks_supported_at_release,first_shock_date,post_first_shock_release,months_from_first_shock,imbalance_weight
ai21labs/Jamba-v0.1,ai21labs,hybrid,jamba,2024-03-28,2024-03-01,915.0,2.9618954736678504,-1.3137621845911798,10.712430759875192,51.573993344,20.92641261498029,0.525,0.475,0.0,0.525,0,2024-04-18,0.0,-0.6898817345597897,0.9252882010374628
allenai/OLMo-2-0325-32B-Instruct,allenai,transformer,olmo2,2025-03-12,2025-03-01,1533.0,3.185825359612962,-1.5349124633961386,10.5083179731879,32.234279936,9.461235216819974,0.8,0.19999999999999996,1.0,-0.19999999999999996,4,2024-11-01,1.0,4.303547963206308,0.5652097269509605
allenai/Olmo-3-1125-32B,allenai,transformer,olmo2,2025-11-04,2025-11-01,6884.0,3.8379039445929424,-1.2185766257439692,10.508307763719735,32.233522176,1.6754270696452036,0.8,0.19999999999999996,1.0,-0.19999999999999996,4,2024-11-01,1.0,12.089356110381077,0.5652097269509605
baichuan-inc/Baichuan-M1-14B-Base,baichuan-inc,transformer,baichuan,2025-01-23,2025-01-01,178.0,2.2528530309798933,-2.31582394330757,10.160491470385935,14.47076432,11.038107752956636,0.9,0.09999999999999998,1.0,-0.09999999999999998,5,2023-06-15,1.0,19.316688567674113,0.9789719640111957
deepseek-ai/DeepSeek-R1,deepseek-ai,reasoning,deepseek_moe,2025-01-20,2025-01-01,567566.0,5.754017136372225,0.7848041034452136,11.835393365478215,684.531386,11.136662286465176,0.675,0.32499999999999996,0.7499999999999999,-0.07499999999999984,5,2024-06-01,1.0,7.654402102496714,1.4630091036790784
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,deepseek-ai,reasoning,deepseek_r1,2025-01-20,2025-01-01,261268.0,5.417087883023848,0.6863799162983684,10.848519834085783,70.553706496,11.136662286465176,1.0,0.0,1.0,0.0,6,2025-01-20,1.0,0.0,1.1332419787797823
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,deepseek-ai,reasoning,deepseek_r1,2025-01-20,2025-01-01,443781.0,5.647169683071274,1.0805941322205266,10.169381485161155,14.770033664,11.136662286465176,1.0,0.0,1.0,0.0,6,2025-01-20,1.0,0.0,1.1332419787797823
deepseek-ai/DeepSeek-V2.5,deepseek-ai,transformer,deepseek_moe,2024-09-05,2024-09-01,74482.0,4.872057160685515,0.20881106338373723,11.3724359226101,235.74143488,15.637319316688567,0.675,0.32499999999999996,0.7499999999999999,-0.07499999999999984,5,2024-06-01,1.0,3.1537450722733245,0.5652097269509605
deepseek-ai/DeepSeek-V3,deepseek-ai,transformer,deepseek_moe,2024-12-25,2024-12-01,1295783.0,6.112532613088386,1.1801523885279304,11.835393365478215,684.531386,11.990801576872535,0.675,0.32499999999999996,0.7499999999999999,-0.07499999999999984,5,2024-06-01,1.0,6.800262812089356,0.5652097269509605
google/gemma-2-27b-it,google,transformer,gemma2,2024-06-24,2024-06-01,391765.0,5.593026742396054,1.2597525051685476,10.43500183816167,27.22712832,18.035479632063073,1.0,0.0,0.0,1.0,0,2024-06-27,0.0,-0.09855453350854139,0.5652097269509605
google/gemma-2-9b-it,google,transformer,gemma2,2024-06-24,2024-06-01,144618.0,5.160225354183176,0.9403581796833604,9.965752147740625,9.241705984,18.035479632063073,1.0,0.0,0.0,1.0,0,2024-06-27,0.0,-0.09855453350854139,0.5652097269509605
google/gemma-3-12b-it,google,transformer,gemma3,2025-03-01,2025-03-01,1235297.0,6.091771738279015,1.4887038911592212,10.085908394063889,12.18732504,9.822601839684625,0.9,0.09999999999999998,0.0,0.9,0,2025-03-12,0.0,-0.36136662286465177,0.48948598200559784
google/gemma-3-27b-it,google,transformer,gemma3,2025-03-01,2025-03-01,1764084.0,6.246519507179927,1.5582952819163909,10.438263909851099,27.43240664,9.822601839684625,0.9,0.09999999999999998,0.0,0.9,0,2025-03-12,0.0,-0.36136662286465177,0.48948598200559784
ibm-granite/granite-4.0-h-small,ibm-granite,hybrid,granite_hybrid,2025-09-16,2025-09-01,59123.0,4.771763808322534,-0.2152157887825661,10.507954830791892,32.207337984,3.2851511169513796,0.4,0.6,0.0,0.4,0,2025-10-01,0.0,-0.49277266754270693,0.8013230879204457
inclusionAI/LLaDA2.0-mini,inclusionAI,diffusion,llada2,2025-11-25,2025-11-01,34462.0,4.53735308003993,-0.4770254939957974,10.211004163377856,16.255643392,0.9855453350854139,0.275,0.725,0.7857142857142858,-0.5107142857142858,2,2025-07-01,1.0,4.829172141918528,5.666209893898911
meta-llama/Llama-3.3-70B-Instruct,meta-llama,transformer,llama,2024-11-26,2024-11-01,776659.0,5.890230938440727,1.2374384647394487,10.848520095325812,70.553748936,12.943495400788436,1.0,0.0,1.0,0.0,6,2023-03-01,1.0,20.893561103810775,0.48948598200559784
meta-llama/Llama-4-Maverick-17B-128E-Instruct,meta-llama,transformer,llama4_moe,2025-04-01,2025-04-01,17506.0,4.2432117317447595,-0.7706065677796765,11.603776240800418,401.58385166,8.804204993429698,0.675,0.32499999999999996,0.0,0.675,0,2025-04-05,0.0,-0.1314060446780552,0.6922377143438292
meta-llama/Llama-4-Scout-17B-16E-Instruct,meta-llama,transformer,llama4_moe,2025-04-02,2025-04-01,196630.0,5.293651987899034,0.4156364183563781,11.035997229743385,108.64186936,8.771353482260183,0.675,0.32499999999999996,0.0,0.675,0,2025-04-05,0.0,-0.09855453350854139,0.6922377143438292
microsoft/Phi-4,microsoft,transformer,phi4,2024-12-11,2024-12-01,577314.0,5.761412841636164,1.2522915291709422,10.16611937112926,14.6595072,12.450722733245728,1.0,0.0,0.0,1.0,0,2024-12-12,0.0,-0.0328515111695138,0.5652097269509605
microsoft/Phi-4-reasoning,microsoft,reasoning,phi4,2025-04-09,2025-04-01,5708.0,3.756560043006683,-0.9211422000593155,10.16611937112926,14.6595072,8.541392904073588,1.0,0.0,1.0,0.0,6,2024-12-12,1.0,3.876478318002628,1.4630091036790784
microsoft/phi-4-reasoning-plus,microsoft,reasoning,phi4,2025-04-17,2025-04-01,225153.0,5.352479666877439,0.6634442520063466,10.16611937112926,14.6595072,8.278580814717477,1.0,0.0,1.0,0.0,6,2024-12-12,1.0,4.139290407358739,1.4630091036790784
mistralai/Mistral-Large-Instruct-2411,mistralai,transformer,mistral,2024-11-14,2024-11-01,10588.0,4.024854948305018,-0.6689418132159801,11.088526138619944,122.610069504,13.337713534822601,1.0,0.0,1.0,0.0,6,2023-09-27,1.0,13.600525624178712,0.48948598200559784
mistralai/Mistral-Small-24B-Instruct-2501,mistralai,transformer,mistral,2025-01-28,2025-01-01,763185.0,5.882630395005114,1.2556557448056473,10.37240386098401,23.5724032,10.873850197109066,1.0,0.0,1.0,0.0,6,2023-09-27,1.0,16.064388961892245,0.48948598200559784
mistralai/Mistral-Small-3.1-24B-Instruct-2503,mistralai,transformer,mistral,2025-03-11,2025-03-01,93917.0,4.972748835626153,0.2843384911636493,10.3804167822825,24.01136128,9.494086727989487,1.0,0.0,1.0,0.0,6,2023-09-27,1.0,17.444152431011826,0.48948598200559784
mistralai/Mixtral-8x22B-Instruct-v0.1,mistralai,transformer,mixtral,2024-04-16,2024-04-01,10736.0,4.030882953109667,-0.3769771444286709,11.148078196939222,140.630071296,20.302233902759525,1.0,0.0,1.0,0.0,6,2024-01-08,1.0,3.252299605781866,0.6922377143438292
mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai,transformer,mixtral,2023-12-10,2023-12-01,567179.0,5.753720908277305,1.642891091264663,10.669342851008794,46.702792704,24.50722733245729,1.0,0.0,0.0,1.0,0,2024-01-08,0.0,-0.9526938239159001,0.6922377143438292
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,nvidia,transformer,nemotron,2024-10-12,2024-10-01,16993.0,4.230295613917047,-0.3587477052447561,10.848519834085783,70.553706496,14.421813403416557,1.0,0.0,1.0,0.0,6,2024-10-01,1.0,0.36136662286465177,0.6922377143438292
nvidia/Llama-3_1-Nemotron-51B-Instruct,nvidia,transformer,nemotron,2024-09-22,2024-09-01,3469.0,3.5403294747908736,-0.9873426314713902,10.711815788690254,51.50101504,15.078843626806833,1.0,0.0,0.0,1.0,0,2024-10-01,0.0,-0.2956636005256242,0.6922377143438292
openai/gpt-oss-20b,openai,transformer,llama,2025-08-04,2025-08-01,5532100.0,6.742890100457927,1.85918630755023,10.33267986022137,21.511953984,4.697766097240473,1.0,0.0,1.0,0.0,6,2023-03-01,1.0,29.139290407358736,0.48948598200559784
tiiuae/Falcon-H1-34B-Base,tiiuae,hybrid,falcon_h1,2025-05-01,2025-05-01,1453.0,3.162564406523019,-1.633493810475867,10.526888470518598,33.642516224,7.818659658344283,0.725,0.275,0.0,0.725,0,2025-05-20,0.0,-0.6241787122207622,0.6542775615054915
tiiuae/Falcon-H1-34B-Instruct,tiiuae,hybrid,falcon_h1,2025-05-01,2025-05-01,1439.0,3.1583624920952498,-1.6376957249036361,10.526888470518598,33.642516224,7.818659658344283,0.725,0.275,0.0,0.725,0,2025-05-20,0.0,-0.6241787122207622,0.6542775615054915
tiiuae/Falcon3-10B-Instruct,tiiuae,transformer,falcon3,2024-12-14,2024-12-01,7373.0,3.8677031332700977,-0.6086808794633605,10.013075547338389,10.30565376,12.352168199737187,1.0,0.0,1.0,0.0,6,2024-12-12,1.0,0.0657030223390276,0.48948598200559784
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama,transformer,tinyllama,2023-12-30,2023-12-01,1789018.0,6.25261495294934,2.5068864143055816,9.041411787378312,1.100048384,23.850197109067015,1.0,0.0,1.0,0.0,6,2023-09-01,1.0,3.9421813403416555,0.9789719640111957
