event_id,event_framework,event_arch_key,event_paradigm,event_date,model_id,org,inferred_paradigm,arch_key,release_date,release_month_str,downloads,log10_downloads,adoption_residual,log10_params,param_b,recency_months,support_score,support_score_at_release,measured_tax,imbalance_weight,treated,post,treat_post,rel_months,event_time_bin,treated_pre_n,treated_post_n,control_pre_n,control_post_n,event_n,analysis_weight
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-7B,Qwen,transformer,qwen2,2024-09-15,2024-09,1332247.0,6.124585076941011,1.807448528109103,9.88170506682134,7.615616512,15.308804204993429,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.245729303547963,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-Coder-7B,Qwen,transformer,qwen2,2024-09-16,2024-09,253750.0,5.4044077624232445,1.0858545671157005,9.88170506682134,7.615616512,15.275952693823916,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.278580814717477,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen3-4B,Qwen,transformer,qwen3,2025-04-27,2025-04,5120931.0,6.709349008948857,2.1418796462163794,9.604492608200253,4.022468096,7.9500657030223385,0.9,0.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,15.604467805519054,lag_12_18,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen3-8B,Qwen,transformer,qwen3,2025-04-27,2025-04,4744158.0,6.676159235934929,2.0340525610492337,9.913322894245605,8.19073536,7.9500657030223385,0.9,0.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,15.604467805519054,lag_12_18,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Spiral-AI/Spiral-RetNet-3b-base,Spiral-AI,transformer,retnet,2024-04-30,2024-04,2.0,0.47712125471966244,-3.5415847165956764,9.45579288840567,2.856228106,19.842312746386334,0.075,0.5,0.925,0.9789719640111957,0.0,1.0,0.0,3.712220762155059,lag_0_6,1,1,1,63,66.0,1.4645670587898583
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,allenai/OLMoE-1B-7B-0924,allenai,transformer,olmoe,2024-07-20,2024-07,21439.0,4.331224781020732,0.10490332767218025,9.840053489925,6.919161856,17.181340341655716,0.625,0.0,0.375,0.9789719640111957,0.0,1.0,0.0,6.3731931668856765,lag_6_12,1,1,1,63,66.0,1.4645670587898583
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,google/gemma-3-4b-it,google,transformer,gemma3,2025-02-20,2025-02,1178782.0,6.071433863978507,1.5904584202711387,9.63347648207543,4.300079472,10.11826544021025,0.9,0.0,0.09999999999999998,0.48948598200559784,0.0,1.0,0.0,13.436268068331144,lag_12_18,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,ibm-granite/granite-3.1-8b-instruct,ibm-granite,transformer,granite,2024-12-06,2024-12,97035.0,4.986932885820884,0.5462451612184411,9.912267145122016,8.170848256,12.614980289093298,0.9,1.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,10.939553219448094,lag_6_12,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,ibm-granite/granite-3.2-8b-instruct,ibm-granite,transformer,granite,2025-02-17,2025-02,10598.0,4.025264892154508,-0.51883802516942,9.912267145122016,8.170848256,10.21681997371879,0.9,1.0,0.09999999999999998,0.399663630719621,0.0,1.0,0.0,13.337713534822601,lag_12_18,1,1,1,63,66.0,0.5979069980206475
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,internlm/internlm2_5-7b-chat,internlm,transformer,internlm,2024-06-27,2024-06,26152.0,4.417521513804297,0.21204734438275175,9.888612367138084,7.737708544,17.936925098554532,0.9500000000000001,0.95,0.04999999999999993,0.6922377143438292,0.0,1.0,0.0,5.617608409986859,lag_0_6,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,internlm/internlm3-8b-instruct,internlm,transformer,internlm,2025-01-13,2025-01,8816.0,3.945320840792275,-0.5570357917504682,9.944691942187184,8.804241408,11.366622864651774,0.9500000000000001,0.95,0.04999999999999993,0.6922377143438292,0.0,1.0,0.0,12.187910643889618,lag_12_18,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,meta-llama/Llama-3.1-8B-Instruct,meta-llama,transformer,llama,2024-07-18,2024-07,5837840.0,6.7662522623267165,2.527133327402133,9.904729674384436,8.030261248,17.24704336399474,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,6.307490144546649,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,meta-llama/Llama-3.2-3B-Instruct,meta-llama,transformer,llama,2024-09-18,2024-09,2210460.0,6.344482856887579,2.1136838774414777,9.506876908468895,3.212749824,15.210249671484888,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,8.344283837056505,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,microsoft/Phi-4-mini-instruct,microsoft,transformer,phi3,2025-02-19,2025-02,212939.0,5.328257249731236,0.8606845465204911,9.58388106205992,3.83602176,10.151116951379763,1.0,1.0,0.0,0.6922377143438292,0.0,1.0,0.0,13.403416557161629,lag_12_18,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Ministral-8B-Instruct-2410,mistralai,transformer,mistral,2024-10-15,2024-10,111051.0,5.0455263844166165,0.680462627533795,9.904163984947928,8.019808256,14.323258869908015,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,9.231274638633376,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,tiiuae/Falcon3-3B-Instruct,tiiuae,transformer,falcon3,2024-12-14,2024-12,5876.0,3.7691556907143986,-0.5853773572867031,9.508887129942735,3.227655168,12.352168199737187,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,11.202365308804204,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,tiiuae/Falcon3-7B-Instruct,tiiuae,transformer,falcon3,2024-11-29,2024-11,13474.0,4.129528773858777,-0.2916267010500251,9.872479714140738,7.455550464,12.844940867279893,1.0,0.0,0.0,0.48948598200559784,0.0,1.0,0.0,10.709592641261498,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,CohereForAI/aya-expanse-32b,CohereForAI,transformer,cohere,2024-10-23,2024-10,5533.0,3.7430391548049333,-0.779570487470743,10.509155146313441,32.296476672,14.060446780551905,0.9500000000000001,0.9500000000000001,0.04999999999999993,0.48948598200559784,0.0,1.0,0.0,9.494086727989487,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,CohereForAI/c4ai-command-r-08-2024,CohereForAI,transformer,cohere,2024-08-19,2024-08,2143.0,3.3312247810207323,-1.099302900929013,10.509155397021408,32.296495316,16.1957950065703,0.9500000000000001,0.9500000000000001,0.04999999999999993,0.48948598200559784,0.0,1.0,0.0,7.35873850197109,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/QwQ-32B-Preview,Qwen,transformer,qwq,2024-11-27,2024-11,6887.0,3.8380931384455983,-0.7356072295793239,10.515395278274339,32.763876352,12.910643889618921,1.0,0.0,0.0,0.6922377143438292,0.0,1.0,0.0,10.64388961892247,lag_6_12,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-14B,Qwen,transformer,qwen2,2024-09-15,2024-09,83679.0,4.922621671523199,0.5359602230783214,10.169381485161155,14.770033664,15.308804204993429,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.245729303547963,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-32B,Qwen,transformer,qwen2,2024-09-15,2024-09,105547.0,5.023450008395043,0.5531648330916052,10.515395278274339,32.763876352,15.308804204993429,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.245729303547963,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-72B,Qwen,transformer,qwen2,2024-09-15,2024-09,27593.0,4.440814659957681,-0.11313348993777961,10.861571468563978,72.706203648,15.308804204993429,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.245729303547963,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-72B-Instruct,Qwen,transformer,qwen2,2024-09-16,2024-09,347602.0,5.541083515986708,0.985718719615611,10.861571468563978,72.706203648,15.275952693823916,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,8.278580814717477,lag_6_12,1,1,1,63,66.0,0.4631367691829678
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,Qwen/Qwen2.5-Coder-32B-Instruct,Qwen,transformer,qwen2,2024-11-06,2024-11,724763.0,5.860196613215062,1.3162458211785122,10.515395278274339,32.763876352,13.600525624178712,1.0,1.0,0.0,0.30957811717237665,0.0,1.0,0.0,9.95400788436268,lag_6_12,1,1,1,63,66.0,0.4631367691829678
