stage,predictors,n,r2,hybrid_coef,hybrid_se,hybrid_t,hybrid_beta_std,hybrid_t_std,compatibility_tax_coef,transition_complexity_coef,hybrid_coef_delta_vs_stage1,hybrid_beta_std_delta_vs_stage1
stage1_hybrid_only,hybridization_score,46,0.30114282991307606,-2.069661895217783,0.47531444694467556,-4.354300418431595,-0.5487648220440791,-4.354300418431599,,,0.0,0.0
stage2_plus_compatibility_tax,hybridization_score|compatibility_tax,46,0.563337893937554,1.8927288713748431,0.8674873294566057,2.1818518923618737,0.5018515462248514,2.1818518923618613,-6.329531086560027,,3.962390766592626,1.0506163682689305
stage3_plus_efficiency_proxies,hybridization_score|compatibility_tax|log1p_kv_cache_mb_per_1k_tokens|log1p_state_memory_proxy|transition_complexity,16,0.8070156045171832,-2.126409629142982,1.131149358689566,-1.8798663614205844,-0.31915605353013454,-1.8798663614203277,20.22105263165658,-5.888501037655068,-0.05674773392519894,0.22960876851394452
stage4_plus_quality_controls,hybridization_score|compatibility_tax|log1p_kv_cache_mb_per_1k_tokens|log1p_state_memory_proxy|transition_complexity|architecture_quality_index|convergence_score|has_quant_f|is_long_context_128k_f,16,0.8457921615603183,-1.6245320947625923,1.8270124587956518,-0.8891740649833705,-0.2509470424208391,-0.9705955564480995,0.6801012758254086,-1.911914622454378,0.4451298004551907,0.29781777962323996
