metric,n_raw,raw_corr,partial_corr,n_partial
measured_tax,125,-0.663255677525756,-0.616266201777254,116
support_score,125,0.6632556775257561,0.6162662017772539,116
hybridization_score,125,-0.41080410367687603,-0.47053395415451016,116
is_long_context_128k_f,125,0.3692013113848892,0.2752246565260497,116
convergence_score,125,0.35524687613332373,0.22440674791054885,116
architecture_quality_index,125,0.18555484250762452,0.13271393791401614,116
has_quant_f,125,0.14216227921728092,0.0377393495937972,116
