n,a_path,b_path,c_total,c_prime_direct,indirect_effect,ci_low_95,ci_high_95,proportion_mediated,bootstrap_p,bootstrap_n
116,0.3838151655655232,-2.60001380224531,-1.6976197226371952,-0.6996949946557671,-0.9979247279814291,-1.4679890873138177,-0.6019655321710102,0.5878376144400506,0.0,5000
