term,beta_std,std_err,t_value,n,r2
intercept,-4.220074573592308e-16,0.08265742173741673,-5.105499887231538e-15,86,0.4670845492743867
log10_params,-0.3182323096218395,0.11775997657043982,-2.7023808843192514,86,0.4670845492743867
recency_months,0.0008110529560832174,0.09693495160947356,0.008366981595562609,86,0.4670845492743867
architecture_quality_index,-0.17541302950059476,0.14838114817993392,-1.1821786773605547,86,0.4670845492743867
hybridization_score,-0.6927025774352117,0.09783398742668332,-7.080387865764156,86,0.4670845492743867
kv_compression,-0.084413356989573,0.12907060834433184,-0.6540091355607222,86,0.4670845492743867
is_long_context_128k_f,0.45124029517831665,0.10366690062329495,4.352790451583334,86,0.4670845492743867
has_quant_f,0.11172603619229803,0.08788735353670347,1.2712413299103271,86,0.4670845492743867
